Disease,Sex,Age_Group,Count
Tuberculosis of nervous system (A17),Male,(5 - 16),3
Tuberculosis of nervous system (A17),Female,(5 - 16),5
Tuberculosis of other organs (A18),Male,(5 - 16),9
Tuberculosis of other organs (A18),Female,(5 - 16),10
Miliary tuberculosis (A19),Male,(5 - 16),1
Miliary tuberculosis (A19),Female,(5 - 16),3
Plague (A20),Male,(5 - 16),0
Plague (A20),Female,(5 - 16),0
Anthrax (A22),Male,(5 - 16),0
Anthrax (A22),Female,(5 - 16),0
Brucellosis (A23),Male,(5 - 16),0
Brucellosis (A23),Female,(5 - 16),0
Leptospirosis (A27),Male,(5 - 16),274
Leptospirosis (A27),Female,(5 - 16),55
Leprosy (A30),Male,(5 - 16),24
Leprosy (A30),Female,(5 - 16),28
Tetanus neonatorum (A33),Male,(5 - 16),0
Tetanus neonatorum (A33),Female,(5 - 16),0
Obsterical tetanus (A34),Male,(5 - 16),0
Obsterical tetanus (A34),Female,(5 - 16),0
Other tetanus (A35),Male,(5 - 16),25
Other tetanus (A35),Female,(5 - 16),11
Diphtheria (A36),Male,(5 - 16),2
Diphtheria (A36),Female,(5 - 16),0
Whooping cough(A37),Male,(5 - 16),5
Whooping cough(A37),Female,(5 - 16),2
Meningococcal infections (A39),Male,(5 - 16),35
Meningococcal infections (A39),Female,(5 - 16),12
"Septicaemia (A40,A41)",Male,(5 - 16),245
"Septicaemia (A40,A41)",Female,(5 - 16),212
"Other bacterial diseases (A21,A24-A26,A28,A31,A32,A38,A42-A49)",Male,(5 - 16),154
"Other bacterial diseases (A21,A24-A26,A28,A31,A32,A38,A42-A49)",Female,(5 - 16),135
Congenital Syphilis(A50),Male,(5 - 16),0
Congenital Syphilis(A50),Female,(5 - 16),1
Early Syphilis(A51),Male,(5 - 16),3
Early Syphilis(A51),Female,(5 - 16),0
Late Syphilis(A52),Male,(5 - 16),0
Late Syphilis(A52),Female,(5 - 16),0
Other and unspecified Syphilis(A53),Male,(5 - 16),2
Other and unspecified Syphilis(A53),Female,(5 - 16),0
Gonococcal infections (A54),Male,(5 - 16),0
Gonococcal infections (A54),Female,(5 - 16),0
Chlamydial lymphogranuloma (venereum)(A55),Male,(5 - 16),0
Chlamydial lymphogranuloma (venereum)(A55),Female,(5 - 16),2
Other sexually transmitted chlamydia diseases(A56),Male,(5 - 16),0
Other sexually transmitted chlamydia diseases(A56),Female,(5 - 16),0
Chancroid(A57),Male,(5 - 16),0
Chancroid(A57),Female,(5 - 16),0
Granuloma inguinale(A58),Male,(5 - 16),1
Granuloma inguinale(A58),Female,(5 - 16),0
Trichomoniasis(A59),Male,(5 - 16),0
Trichomoniasis(A59),Female,(5 - 16),0
Anogenital herpesviral (herpes simplex) infection(A60),Male,(5 - 16),1
Anogenital herpesviral (herpes simplex) infection(A60),Female,(5 - 16),3
"Other predominantly sexually transmitted diseases, not elsewhere classified(A63)",Male,(5 - 16),0
"Other predominantly sexually transmitted diseases, not elsewhere classified(A63)",Female,(5 - 16),1
Unspecified sexually transmitted disease(A64),Male,(5 - 16),1
Unspecified sexually transmitted disease(A64),Female,(5 - 16),3
Rabies (A82),Male,(5 - 16),13
Rabies (A82),Female,(5 - 16),6
Viral encephalitis (includes Japanese Encephalitis)       (A83-A86),Male,(5 - 16),37
Viral encephalitis (includes Japanese Encephalitis)       (A83-A86),Female,(5 - 16),21
Viral meningitis (A87),Male,(5 - 16),157
Viral meningitis (A87),Female,(5 - 16),76
Dengue fever (A90),Male,(5 - 16),3637
Dengue fever (A90),Female,(5 - 16),2636
Dengue haemorrhagic fever (A91),Male,(5 - 16),1040
Dengue haemorrhagic fever (A91),Female,(5 - 16),895
"Other arthropod-borne viral fever and viral haemorrhagic fever (A92-A94,A96-A99)",Male,(5 - 16),363
"Other arthropod-borne viral fever and viral haemorrhagic fever (A92-A94,A96-A99)",Female,(5 - 16),393
Varicella (Chickenpox) (B01),Male,(5 - 16),206
Varicella (Chickenpox) (B01),Female,(5 - 16),124
Zoster (herpese zoster) (B02),Male,(5 - 16),64
Zoster (herpese zoster) (B02),Female,(5 - 16),57
Measles (B05),Male,(5 - 16),230
Measles (B05),Female,(5 - 16),176
Rubella (B06),Male,(5 - 16),7
Rubella (B06),Female,(5 - 16),2
Congenital rubella (P35.0),Male,(5 - 16),0
Congenital rubella (P35.0),Female,(5 - 16),0
Acute hepatitis A (B15),Male,(5 - 16),230
Acute hepatitis A (B15),Female,(5 - 16),105
Acute hepatitis B (B16),Male,(5 - 16),14
Acute hepatitis B (B16),Female,(5 - 16),10
"Chronic, other acute and unspecified viral hepatitis(B17-B19)",Male,(5 - 16),119
"Chronic, other acute and unspecified viral hepatitis(B17-B19)",Female,(5 - 16),88
Human immunodeficiency virus (HIV) (B20-B24),Male,(5 - 16),2
Human immunodeficiency virus (HIV) (B20-B24),Female,(5 - 16),0
Mumps (B26),Male,(5 - 16),180
Mumps (B26),Female,(5 - 16),122
"Other viral diseases(includes viral fever)(A81,A88,A89,B00,B03,B04,B07-09,B25,B27-B34)",Male,(5 - 16),23483
"Other viral diseases(includes viral fever)(A81,A88,A89,B00,B03,B04,B07-09,B25,B27-B34)",Female,(5 - 16),18705
Mycosis (B35-B49),Male,(5 - 16),148
Mycosis (B35-B49),Female,(5 - 16),128
Malaria (B50-B54),Male,(5 - 16),8
Malaria (B50-B54),Female,(5 - 16),6
Filariasis (B74),Male,(5 - 16),36
Filariasis (B74),Female,(5 - 16),7
"Helminthiasis (B76,B77,B79,B80)",Male,(5 - 16),67
"Helminthiasis (B76,B77,B79,B80)",Female,(5 - 16),47
Scabies (B86),Male,(5 - 16),123
Scabies (B86),Female,(5 - 16),73
Sequelae of infectious and parasitic diseases (B90-B94),Male,(5 - 16),19
Sequelae of infectious and parasitic diseases (B90-B94),Female,(5 - 16),18
"Other infectious and parasitic diseases (A02.1-A02.9,A65-A79,B55-B73,B75,B78,B81-B85,B87-B89,B95-B99)",Male,(5 - 16),547
"Other infectious and parasitic diseases (A02.1-A02.9,A65-A79,B55-B73,B75,B78,B81-B85,B87-B89,B95-B99)",Female,(5 - 16),427
"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",Male,(5 - 16),40
"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",Female,(5 - 16),17
Malaignant neoplasm of oesophagus (C15),Male,(5 - 16),3
Malaignant neoplasm of oesophagus (C15),Female,(5 - 16),7
Malignant neoplasm of stomach (C16),Male,(5 - 16),6
Malignant neoplasm of stomach (C16),Female,(5 - 16),2
Malignant neoplasm of colon (C18),Male,(5 - 16),0
Malignant neoplasm of colon (C18),Female,(5 - 16),2
"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",Male,(5 - 16),4
"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",Female,(5 - 16),2
Malignant neoplasm of liver and intrahepatic bile duct (C22),Male,(5 - 16),2
Malignant neoplasm of liver and intrahepatic bile duct (C22),Female,(5 - 16),9
Malignant neoplasm of pancreas (C25),Male,(5 - 16),2
Malignant neoplasm of pancreas (C25),Female,(5 - 16),4
"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",Male,(5 - 16),0
"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",Female,(5 - 16),3
Malignant neoplasm of larnyx (C32),Male,(5 - 16),8
Malignant neoplasm of larnyx (C32),Female,(5 - 16),9
"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",Male,(5 - 16),25
"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",Female,(5 - 16),7
"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",Male,(5 - 16),4
"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",Female,(5 - 16),5
"Malignant neoplasm of bone and articular cartilage (C40,C41)",Male,(5 - 16),170
"Malignant neoplasm of bone and articular cartilage (C40,C41)",Female,(5 - 16),225
"Melanoma and other malignant neoplasm of skin (C43,C44)",Male,(5 - 16),7
"Melanoma and other malignant neoplasm of skin (C43,C44)",Female,(5 - 16),10
"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",Male,(5 - 16),47
"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",Female,(5 - 16),74
Malignant neoplasm of breast (C50),Male,(5 - 16),1
Malignant neoplasm of breast (C50),Female,(5 - 16),7
Malignant neoplasm of cervix uteri (C53),Male,(5 - 16),0
Malignant neoplasm of cervix uteri (C53),Female,(5 - 16),3
"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",Male,(5 - 16),0
"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",Female,(5 - 16),3
Malignant neoplasm of placenta (C58),Male,(5 - 16),0
Malignant neoplasm of placenta (C58),Female,(5 - 16),0
"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",Male,(5 - 16),0
"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",Female,(5 - 16),43
Malignant neoplasm of prostate (C61),Male,(5 - 16),3
Malignant neoplasm of prostate (C61),Female,(5 - 16),0
"Malignant neoplasm of other male genital organs (C60,C62,C63)",Male,(5 - 16),12
"Malignant neoplasm of other male genital organs (C60,C62,C63)",Female,(5 - 16),0
Malignant neoplasm of bladder (C67),Male,(5 - 16),6
Malignant neoplasm of bladder (C67),Female,(5 - 16),8
"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",Male,(5 - 16),26
"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",Female,(5 - 16),52
Malignant neoplasm of eye and adnexa (C69),Male,(5 - 16),37
Malignant neoplasm of eye and adnexa (C69),Female,(5 - 16),19
Malignant neoplasm of brain(C71),Male,(5 - 16),123
Malignant neoplasm of brain(C71),Female,(5 - 16),96
"Malignant neoplasm of other parts of the central nervous system (C70,C72)",Male,(5 - 16),2
"Malignant neoplasm of other parts of the central nervous system (C70,C72)",Female,(5 - 16),1
Malignant neoplasm of thyroid gland (C73),Male,(5 - 16),10
Malignant neoplasm of thyroid gland (C73),Female,(5 - 16),34
"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",Male,(5 - 16),45
"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",Female,(5 - 16),48
Hodgkin's disease (C81),Male,(5 - 16),75
Hodgkin's disease (C81),Female,(5 - 16),9
Leukaemia (C91-C95),Male,(5 - 16),1328
Leukaemia (C91-C95),Female,(5 - 16),785
"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",Male,(5 - 16),165
"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",Female,(5 - 16),87
In situ neoplasm (D00-D09),Male,(5 - 16),2
In situ neoplasm (D00-D09),Female,(5 - 16),2
Benign neoplasm (D10-D36),Male,(5 - 16),196
Benign neoplasm (D10-D36),Female,(5 - 16),237
Neoplasm of uncertain or unknown behaviour (D37-D48),Male,(5 - 16),64
Neoplasm of uncertain or unknown behaviour (D37-D48),Female,(5 - 16),46
Iron deficiency anaemias (D50),Male,(5 - 16),149
Iron deficiency anaemias (D50),Female,(5 - 16),212
Thalasemia (D56),Male,(5 - 16),1335
Thalasemia (D56),Female,(5 - 16),1456
"Other anaemias (D51-D55,D57-D64)",Male,(5 - 16),304
"Other anaemias (D51-D55,D57-D64)",Female,(5 - 16),347
Haemorrhagic conditions and other diseases of blood and blood forming organs and certain disorders involving immune mechanism (D65-D89),Male,(5 - 16),1450
Haemorrhagic conditions and other diseases of blood and blood forming organs and certain disorders involving immune mechanism (D65-D89),Female,(5 - 16),501
Iodine-deficiency related thyroid disorders (E00-E02),Male,(5 - 16),6
Iodine-deficiency related thyroid disorders (E00-E02),Female,(5 - 16),35
Thyrotoxicosis (E05),Male,(5 - 16),9
Thyrotoxicosis (E05),Female,(5 - 16),36
"Other disorders of thyroid (E03,E04,E06,E07)",Male,(5 - 16),117
"Other disorders of thyroid (E03,E04,E06,E07)",Female,(5 - 16),132
Insulin-dependent diabetes mellitus(E10),Male,(5 - 16),112
Insulin-dependent diabetes mellitus(E10),Female,(5 - 16),172
Non-insulin-dependent diabetes mellitus(E11),Male,(5 - 16),110
Non-insulin-dependent diabetes mellitus(E11),Female,(5 - 16),83
Malnutrition-related diabetes mellitus(E12),Male,(5 - 16),6
Malnutrition-related diabetes mellitus(E12),Female,(5 - 16),11
Other specified diabetes mellitus(E13),Male,(5 - 16),14
Other specified diabetes mellitus(E13),Female,(5 - 16),26
Unspecified diabetes mellitus(E14),Male,(5 - 16),148
Unspecified diabetes mellitus(E14),Female,(5 - 16),215
Kwashiorkor(E40),Male,(5 - 16),4
Kwashiorkor(E40),Female,(5 - 16),0
Nutritional marasmus(E41),Male,(5 - 16),0
Nutritional marasmus(E41),Female,(5 - 16),2
Marasmic kwashiorkor(E42),Male,(5 - 16),0
Marasmic kwashiorkor(E42),Female,(5 - 16),0
Unspecified severe protein-energy malnutrition(E43),Male,(5 - 16),1
Unspecified severe protein-energy malnutrition(E43),Female,(5 - 16),5
Protin-energy malnutrition of moderate and mild degree(E44),Male,(5 - 16),8
Protin-energy malnutrition of moderate and mild degree(E44),Female,(5 - 16),1
Retarded development following protein-energy malnutrition(E45),Male,(5 - 16),0
Retarded development following protein-energy malnutrition(E45),Female,(5 - 16),2
Unspecified protin-energy malnutrition(E46),Male,(5 - 16),5
Unspecified protin-energy malnutrition(E46),Female,(5 - 16),19
Vitamin deficiencies (E50-E56),Male,(5 - 16),65
Vitamin deficiencies (E50-E56),Female,(5 - 16),37
"Other endocrine, nutritional and metabolic disorders (E15-E34,E58-E89)",Male,(5 - 16),487
"Other endocrine, nutritional and metabolic disorders (E15-E34,E58-E89)",Female,(5 - 16),538
"Dementia (F01,F03)",Male,(5 - 16),0
"Dementia (F01,F03)",Female,(5 - 16),3
Mental and behavioural disorders due to use of alcohol (F10),Male,(5 - 16),72
Mental and behavioural disorders due to use of alcohol (F10),Female,(5 - 16),10
Mental and behavioural disorders due to other psychoactive substance use (F11-F19),Male,(5 - 16),21
Mental and behavioural disorders due to other psychoactive substance use (F11-F19),Female,(5 - 16),19
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",Male,(5 - 16),74
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",Female,(5 - 16),111
Mood (affective) disorders (F30-F39),Male,(5 - 16),137
Mood (affective) disorders (F30-F39),Female,(5 - 16),269
"Neurotic, stress-related somatoform disorders (F40-F48)",Male,(5 - 16),83
"Neurotic, stress-related somatoform disorders (F40-F48)",Female,(5 - 16),199
Mental retardation (F70-F79),Male,(5 - 16),24
Mental retardation (F70-F79),Female,(5 - 16),19
Behavioural and emotional disorders with onset usually occuring in childhood and adolescence (F90-F98),Male,(5 - 16),84
Behavioural and emotional disorders with onset usually occuring in childhood and adolescence (F90-F98),Female,(5 - 16),78
"Other mental and behavioural disorders (F04-F09,F50-F69,F80-F89,F99)",Male,(5 - 16),170
"Other mental and behavioural disorders (F04-F09,F50-F69,F80-F89,F99)",Female,(5 - 16),169
"Bacterial meningitis not elsewhere classified (G00,G03)",Male,(5 - 16),559
"Bacterial meningitis not elsewhere classified (G00,G03)",Female,(5 - 16),286
"Encephalitis,myelitis and encephalomyelitis (G04)",Male,(5 - 16),185
"Encephalitis,myelitis and encephalomyelitis (G04)",Female,(5 - 16),126
Intracranial and intraspinal abscess and granuloma(G06),Male,(5 - 16),42
Intracranial and intraspinal abscess and granuloma(G06),Female,(5 - 16),29
Parkinson's disease (G20),Male,(5 - 16),0
Parkinson's disease (G20),Female,(5 - 16),0
Multiple sclerosis (G35),Male,(5 - 16),12
Multiple sclerosis (G35),Female,(5 - 16),7
Epilepsy (G40-G41),Male,(5 - 16),2072
Epilepsy (G40-G41),Female,(5 - 16),1836
"Migraine and headache syndrome (G43,G44)",Male,(5 - 16),685
"Migraine and headache syndrome (G43,G44)",Female,(5 - 16),916
Transient cerebral ischaemic attacks and related syndromes (G45),Male,(5 - 16),26
Transient cerebral ischaemic attacks and related syndromes (G45),Female,(5 - 16),37
"Nerve, nerve root and plaxus disorders (G50-G58)",Male,(5 - 16),120
"Nerve, nerve root and plaxus disorders (G50-G58)",Female,(5 - 16),152
Cerebral palsy and other paralytic syndromes (G80-G83),Male,(5 - 16),143
Cerebral palsy and other paralytic syndromes (G80-G83),Female,(5 - 16),136
"Other diseases of nervous system (G08,G12,G21-G31,G36,G37,G47,G60-G72,G90-G98)",Male,(5 - 16),372
"Other diseases of nervous system (G08,G12,G21-G31,G36,G37,G47,G60-G72,G90-G98)",Female,(5 - 16),304
Keratitis and other disorders of sclera and cornea      (H15-H18),Male,(5 - 16),750
Keratitis and other disorders of sclera and cornea      (H15-H18),Female,(5 - 16),501
Cataract and other disorders of lens (H25-H27),Male,(5 - 16),364
Cataract and other disorders of lens (H25-H27),Female,(5 - 16),282
Retinal detachment and breaks (H33),Male,(5 - 16),85
Retinal detachment and breaks (H33),Female,(5 - 16),50
Glaucoma (H40),Male,(5 - 16),57
Glaucoma (H40),Female,(5 - 16),44
Strabismus (H49-H50),Male,(5 - 16),95
Strabismus (H49-H50),Female,(5 - 16),126
"Other diseases of the eye and adnexa (H00-H11,H20,H21,H30,H31,H34,H35,H43-H47,H51-H59)",Male,(5 - 16),4006
"Other diseases of the eye and adnexa (H00-H11,H20,H21,H30,H31,H34,H35,H43-H47,H51-H59)",Female,(5 - 16),2706
Otitis media and other disorders of middle ear and mastoid (H65-H74),Male,(5 - 16),1957
Otitis media and other disorders of middle ear and mastoid (H65-H74),Female,(5 - 16),1500
"Hearing loss (H90,H91)",Male,(5 - 16),108
"Hearing loss (H90,H91)",Female,(5 - 16),116
"Other diseases of the ear and mastoid process (H60,H61,H80-H83,H92-H95)",Male,(5 - 16),2087
"Other diseases of the ear and mastoid process (H60,H61,H80-H83,H92-H95)",Female,(5 - 16),1837
Acute rheumatic fever (I00-I02),Male,(5 - 16),203
Acute rheumatic fever (I00-I02),Female,(5 - 16),228
Chronic rheumatic heart disease (I05-I09),Male,(5 - 16),39
Chronic rheumatic heart disease (I05-I09),Female,(5 - 16),34
Essential hypertension (I10),Male,(5 - 16),0
Essential hypertension (I10),Female,(5 - 16),0
Hypertensive heart disease (I11),Male,(5 - 16),10
Hypertensive heart disease (I11),Female,(5 - 16),4
Other hypertensive diseases (I12-I15),Male,(5 - 16),9
Other hypertensive diseases (I12-I15),Female,(5 - 16),10
"Acute myocardial infarction (I21,I22)",Male,(5 - 16),13
"Acute myocardial infarction (I21,I22)",Female,(5 - 16),20
"Other ischaemic heart disease  (I20,I23-I25)",Male,(5 - 16),67
"Other ischaemic heart disease  (I20,I23-I25)",Female,(5 - 16),60
Pulmonary embolism (I26),Male,(5 - 16),2
Pulmonary embolism (I26),Female,(5 - 16),1
Cor pulmonale (I27.9),Male,(5 - 16),4
Cor pulmonale (I27.9),Female,(5 - 16),0
Heart failure (I50),Male,(5 - 16),20
Heart failure (I50),Female,(5 - 16),29
"Other heart diseases (I27.0-I27.8, I28-I49,I51)",Male,(5 - 16),156
"Other heart diseases (I27.0-I27.8, I28-I49,I51)",Female,(5 - 16),130
Cerebroavascular disease (I60-I69),Male,(5 - 16),58
Cerebroavascular disease (I60-I69),Female,(5 - 16),48
Atherosclerosis (I70),Male,(5 - 16),1
Atherosclerosis (I70),Female,(5 - 16),0
Arterial embolism and thrombosis (I74),Male,(5 - 16),1
Arterial embolism and thrombosis (I74),Female,(5 - 16),0
"Other diseases of arteries, artherosclerosis and capillaries (I71-I73,I77,I78)",Male,(5 - 16),10
"Other diseases of arteries, artherosclerosis and capillaries (I71-I73,I77,I78)",Female,(5 - 16),11
